logdir,score,runtime,data_dir,seed,batch_size,lr,weight_decay,epochs,encoder,encoder_depth,resolution,dropout,seg_weight,num_workers,fold,amp,gpu_numbers,pretrained_dir,n_parameters,pretrained_path,in_channels,init_random,data_frac,val_freq,df_dir,annotated_extra_weight,seg_epochs,seg_pos_weight,annotated_weight,seg_pretrain,seg_tip,seg_type,raw_param_lr_ratio,k,nheads,use_attn,focal,aug,supcon,supcon_pos_weight,pseudo_data_dir,downconv,resume
../../model/v13/pretrained-focal1-lr2e-3-noattn,0.9090632905922652,2455,../../input/processed/data,0,16,0.002,0.01,23,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13165927,../../model/v13/seg_pretrain/base_woattn/best.pth,4.0,0.0,0.2,2.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,1.0,1.0,,,,,
../../model/v13/pretrained-focal0-lr2e-3-noattn,0.911501292894215,2452,../../input/processed/data,0,16,0.002,0.01,23,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13165927,../../model/v13/seg_pretrain/base_woattn/best.pth,4.0,0.0,0.2,2.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,1.0,,,,,
../../model/v14/noaugfinetune,0.910036150701599,125,../../input/processed/data,0,16,0.0005,0.01,1,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13165927,../../model/v13/pretrained-focal0-lr2e-3-noattn/best.pth,4.0,0.0,0.2,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,0.0,,,,,
../../model/v14/noaugfinetune,0.9122718441558896,125,../../input/processed/data,0,16,0.0001,0.01,1,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13165927,../../model/v13/pretrained-focal0-lr2e-3-noattn/best.pth,4.0,0.0,0.2,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,0.0,,,,,
../../model/v14/noaugfinetune,0.9119528904167336,126,../../input/processed/data,0,16,5e-05,0.01,1,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13165927,../../model/v13/pretrained-focal0-lr2e-3-noattn/best.pth,4.0,0.0,0.2,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,0.0,,,,,
../../model/v14/noaugfinetune,0.91191419301973,248,../../input/processed/data,0,16,0.0001,0.01,2,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13165927,../../model/v13/pretrained-focal0-lr2e-3-noattn/best.pth,4.0,0.0,0.2,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,0.0,,,,,
../../model/v14/2048-b5-ftwoaug,0.9606464945923504,1223,../../input/processed/data,0,4,3e-05,0.01,1,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31224631,../../model/v12/2048-b5/best.pth,4.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,0.0,,,,,
../../model/v14/supcon/base,-3.405393778297104,2414,../../input/processed/data,0,32,0.001,0.01,23,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13449287,,4.0,0.0,0.2,2.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,1.0,32.0,,,,
../../model/v14/supcon-transfer,0.9007585804101136,2023,../../input/processed/data,0,16,0.002,0.01,19,timm-efficientnet-b3,5,768,0.2,,16,0,True,"0, 1, 2, 3",,13449287,../../model/v14/supcon/base/last.pth,4.0,0.0,0.2,2.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,64.0,8.0,0.0,0.0,1.0,0.0,,,,
../../model/v14/seg_pretrain/2048-b5-in8,-0.0158172991962263,14037,../../input/processed/data,0,4,0.0003,0.01,15,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31669699,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,,
../../model/v14/2048-b5-in8,0.9622116466780354,22923,../../input/processed/data,0,4,0.0003,0.01,15,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31669699,../../model/v14/seg_pretrain/2048-b5-in8/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,,
../../model/v15/seg_pretrain/1024-b5,-0.0213131179556368,3990,../../input/processed/data,0,16,0.0008,0.01,15,timm-efficientnet-b5,5,1024,0.2,,16,0,True,"0, 1, 2, 3",,31669699,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,,
../../model/v15/1024-b5,0.9545475923758978,6749,../../input/processed/data,0,16,0.0008,0.01,15,timm-efficientnet-b5,5,1024,0.2,,16,0,True,"0, 1, 2, 3",,31669699,../../model/v15/seg_pretrain/1024-b5/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,,
../../model/v15/pseudo-1024-b5,0.9595853976005492,20963,../../input/processed/data,0,16,0.0008,0.01,10,timm-efficientnet-b5,5,1024,0.2,,16,0,True,"0, 1, 2, 3",,31669699,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,../../input/processed/nihchest,,
../../model/v15/2048-b5-pseudoft,0.9595446009913602,4567,../../input/processed/data,0,4,0.0001,0.01,3,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31669699,../../model/v15/pseudo-1024-b5/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,,
../../model/v15/1024-b5-focal1,0.95410776507104,6795,../../input/processed/data,0,16,0.0008,0.01,15,timm-efficientnet-b5,5,1024,0.2,,16,0,True,"0, 1, 2, 3",,31669699,../../model/v15/seg_pretrain/1024-b5/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,1.0,1.0,0.0,,,,
../../model/v15/pseudo-2048-b5,0.9648447614934996,61533,../../input/processed/data,0,4,0.0003,0.01,8,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31669699,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,../../input/processed/nihchest,1.0,
../../model/v15/seg_pretrain/1024-b5-nodownconv,-0.0165008776302702,6778,../../input/processed/data,0,4,0.0003,0.01,15,timm-efficientnet-b5,5,1024,0.2,,16,0,True,"0, 1, 2, 3",,31666486,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,0.0,
../../model/v15/1024-b5-nodownconv,0.9580441434190178,18616,../../input/processed/data,0,4,0.0003,0.01,15,timm-efficientnet-b5,5,1024,0.2,,16,0,True,"0, 1, 2, 3",,31666486,../../model/v15/seg_pretrain/1024-b5-nodownconv/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,0.0,
../../model/v15/seg_pretrain/2048-b5-in16,-0.0159377954330167,13985,../../input/processed/data,0,4,0.0003,0.01,15,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31673371,,16.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/2048-b5-in16,0.9604842435969794,22989,../../input/processed/data,0,4,0.0003,0.01,15,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31673371,../../model/v15/seg_pretrain/2048-b5-in16/best.pth,16.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/seg_pretrain/2048-resnest200e,-0.016150554711869,15016,../../input/processed/data,0,4,0.0003,0.01,15,timm-resnest200e,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,82132803,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/2048-resnest200e,0.9570447374851472,36455,../../input/processed/data,0,4,0.0003,0.01,15,timm-resnest200e,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,82132803,../../model/v15/seg_pretrain/2048-resnest200e/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/2048-b5-pseudoft,0.9637192897136296,4589,../../input/processed/data,0,4,0.0001,0.01,3,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31669699,../../model/v15/pseudo-2048-b5/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/seg_pretrain/2048-resnest200e,-0.0152588445703083,25312,../../input/processed/data,0,4,0.0003,0.01,25,timm-resnest200e,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,82132803,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/seg_pretrain/2048-eff7,-0.015396659738706,16651,../../input/processed/data,0,2,0.0002,0.01,15,timm-efficientnet-b7,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,67744051,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,1.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/2048-eff7,0.9611957269145976,37693,../../input/processed/data,0,2,0.0002,0.01,15,timm-efficientnet-b7,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,67744051,../../model/v15/seg_pretrain/2048-eff7/best.pth,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,,1.0,
../../model/v15/0.967pseudo-2048-b5,0.9659108943237515,47625,../../input/processed/data,0,4,0.0003,0.01,7,timm-efficientnet-b5,5,2048,0.2,,16,0,True,"0, 1, 2, 3",,31669699,,8.0,0.0,1.0,1.0,../../input/kaggle/,,,100.0,1.0,0.0,,,1.0,128.0,8.0,0.0,0.0,1.0,0.0,,../../input/processed/nihchest,1.0,1.0
